InvoiceID,SupplierID,POID,InvoiceDate,Amount,AmountEUR,Status,Currency,EUR_PLN,EUR_USD,FX_to_EUR_Inv,PaymentID,PaymentDate,PaymentAmount,PaymentAmountEUR
INV702914,10,PO702914,2024-09-24,1076600.42,248494.04,Matched,PLN,4.3325,1.0827,0.2308136180034622,PAY702914,2024-11-05,1076600.42,249768.1
INV702915,189,PO702915,2022-05-07,32899.93,32899.93,Mismatch,EUR,4.2244,1.1136,1.0,PAY702915,2022-06-05,32899.93,32899.93
INV702916,195,PO702916,2024-01-18,502340.1,118067.1,Matched,PLN,4.2547,1.0798,0.2350341974757327,PAY702916,2024-03-10,502340.1,117210.35
INV702918,69,PO702918,2023-07-05,638510.54,149909.74,Mismatch,PLN,4.2593,1.1026,0.2347803629704411,PAY702918,2023-08-27,638510.54,150446.63
INV702919,171,PO702919,2024-08-17,310573.84,73602.67,Matched,PLN,4.2196,1.0923,0.2369892880841786,PAY702919,2024-09-27,310573.84,73016.07
INV702920,118,PO702920,2023-02-11,288585.9,67360.51,Matched,PLN,4.2842,1.0723,0.2334158069184445,PAY702920,2023-04-05,288585.9,67966.53
INV702921,13,PO702921,2022-08-17,183661.97,42874.61,Mismatch,PLN,4.2837,1.095,0.2334430515675701,PAY702921,2022-10-19,183661.97,43267.52
INV702922,53,PO702922,2024-12-23,1316122.52,313736.0,Matched,PLN,4.195,1.0712,0.2383790226460071,PAY702922,2025-01-20,1316122.52,
INV702923,237,PO702923,2024-01-24,1487847.84,344640.58,Matched,PLN,4.3171,1.0941,0.2316369785272521,PAY702923,,,
INV702924,222,PO702924,2024-10-09,421126.95,98286.22,Mismatch,PLN,4.2847,1.1034,0.2333885686279086,PAY702924,2024-11-12,421126.95,97741.02
INV702925,177,PO702925,2023-07-01,178082.1,178082.1,Matched,EUR,4.262,1.0915,1.0,PAY702925,2023-08-03,178082.1,178082.1
INV702926,114,PO702926,2022-08-16,32828.71,32828.71,Matched,EUR,4.2465,1.116,1.0,PAY702926,2022-10-08,32828.71,32828.71
INV702927,167,PO702927,2022-08-24,677994.78,157427.91,Matched,PLN,4.3067,1.12,0.232196345229526,PAY702927,2022-10-10,677994.78,158799.57
INV702928,237,PO702928,2023-06-01,1357111.39,317891.68,Matched,PLN,4.2691,1.1213,0.2342414091963177,PAY702928,2023-07-01,1357111.39,318421.26
INV702929,69,PO702929,2025-02-09,1042766.38,,Matched,PLN,,,,PAY702929,2025-04-04,1042766.38,
INV702930,206,PO702930,2023-08-13,160156.89,160156.89,Matched,EUR,4.2301,1.1063,1.0,PAY702930,2023-09-13,160156.89,160156.89
INV702931,71,PO702931,2022-03-07,97170.16,97170.16,Matched,EUR,4.2776,1.0728,1.0,PAY702931,2022-04-07,95712.61,95712.61
INV702932,152,PO702932,2024-03-28,452290.41,104713.82,Matched,PLN,4.3193,1.1343,0.2315189961336327,PAY702932,2024-05-29,452290.41,103397.21
INV702933,153,PO702933,2023-07-24,270404.77,248123.3,Matched,USD,4.1867,1.0898,0.9175995595522112,PAY702933,,,
INV702934,154,PO702934,2022-06-25,38124.26,38124.26,Matched,EUR,4.2841,1.0949,1.0,PAY702934,2022-07-20,38124.26,38124.26
INV702935,212,PO702935,2023-01-15,1927949.91,452326.19,Matched,PLN,4.2623,1.1001,0.2346151139056378,PAY702935,2023-02-27,1927949.91,452262.52
INV702936,204,PO702936,2023-07-02,767752.2,179167.86,Matched,PLN,4.2851,1.0605,0.2333667825721687,PAY702936,2023-07-29,767752.2,180937.08
INV702937,221,PO702937,2024-11-07,145018.21,33392.79,Matched,PLN,4.3428,1.0639,0.2302661877129962,PAY702937,2024-12-30,142842.94,32999.04
INV702938,227,PO702938,2024-02-11,500179.61,116992.87,Matched,PLN,4.2753,1.0926,0.2339017144995673,PAY702938,2024-03-17,500179.61,116418.31
INV702939,9,PO702939,2024-06-17,59083.46,59083.46,Matched,EUR,4.2764,1.0755,1.0,PAY702939,2024-08-09,59083.46,59083.46
INV702940,138,PO702940,2025-02-14,47722.18,47722.18,Mismatch,EUR,,,1.0,PAY702940,2025-03-17,47722.18,
INV702941,241,PO702941,2023-10-29,10175.12,10175.12,Matched,EUR,4.3376,1.0666,1.0,PAY702941,2023-12-21,10175.12,10175.12
INV702942,161,PO702942,2022-10-22,198853.27,47299.84,Matched,PLN,4.2041,1.1079,0.2378630384624533,PAY702942,2022-12-17,198853.27,46468.64
INV702943,53,PO702943,2022-05-23,613148.96,144182.14,Matched,PLN,4.2526,1.1286,0.2351502610167897,PAY702943,2022-06-26,613148.96,145883.65
INV702944,217,PO702944,2022-05-14,167596.34,167596.34,Matched,EUR,4.2616,1.0842,1.0,PAY702944,2022-07-12,167596.34,167596.34
INV702946,108,PO702946,2023-09-07,148089.15,148089.15,Matched,EUR,4.2716,1.0596,1.0,PAY702946,2023-10-28,148089.15,148089.15
INV702947,207,PO702947,2023-07-09,44904.24,10405.58,Matched,PLN,4.3154,1.1181,0.2317282291328729,PAY702947,,,
INV702948,158,PO702948,2023-03-22,781709.24,182821.75,Matched,PLN,4.2758,1.0852,0.2338743626923616,PAY702948,2023-05-16,781709.24,186931.28
INV702949,76,PO702949,2023-06-12,38833.89,38833.89,Matched,EUR,4.276,1.0663,1.0,PAY702949,2023-07-13,38833.89,38833.89
INV702950,149,PO702950,2022-11-15,897882.17,204124.44,Matched,PLN,4.3987,1.1234,0.2273398958783277,PAY702950,2023-01-06,897882.17,209452.78
INV702951,56,PO702951,2023-12-06,1250646.21,285790.14,Matched,PLN,4.3761,1.0648,0.2285139736294874,PAY702951,2023-12-31,1250646.21,294560.79
INV702952,83,PO702952,2023-01-26,119385.74,119385.74,Matched,EUR,4.2366,1.0627,1.0,PAY702952,2023-03-19,119385.74,119385.74
INV702953,196,PO702953,2023-08-01,252246.44,252246.44,Mismatch,EUR,4.3155,1.0928,1.0,PAY702953,2023-08-26,252246.44,252246.44
INV702954,196,PO702954,2022-07-29,99358.36,99358.36,Matched,EUR,4.2531,1.0852,1.0,PAY702954,2022-09-24,99358.36,99358.36
INV702955,63,PO702955,2023-01-06,1132740.81,264239.25,Matched,PLN,4.2868,1.0762,0.2332742371932443,PAY702955,2023-02-04,1132740.81,262506.27
INV702956,154,PO702956,2024-12-21,163330.14,163330.14,Matched,EUR,4.2343,1.0949,1.0,PAY702956,2025-02-10,163330.14,
INV702958,26,PO702958,2024-06-02,840918.82,199184.9,Matched,PLN,4.2218,1.0809,0.2368657918423421,PAY702958,2024-07-30,840918.82,193248.03
INV702959,186,PO702959,2022-04-01,965545.72,227240.7,Matched,PLN,4.249,1.1156,0.2353494939985879,PAY702959,2022-04-24,946234.81,221912.48
INV702960,30,PO702960,2024-04-20,509983.95,116333.76,Matched,PLN,4.3838,1.0857,0.2281125963775719,PAY702960,2024-06-03,509983.95,118974.44
INV702961,174,PO702961,2023-10-19,121143.05,121143.05,Matched,EUR,4.2562,1.0677,1.0,PAY702961,2023-12-09,121143.05,121143.05
INV702962,177,PO702962,2023-02-24,30710.88,30710.88,Matched,EUR,4.2884,1.0945,1.0,PAY702962,2023-04-05,30710.88,30710.88
INV702963,187,PO702963,2024-07-16,3403.62,3403.62,Matched,EUR,4.334,1.1112,1.0,PAY702963,,,
INV702964,198,PO702964,2023-12-31,519019.04,122242.93,Matched,PLN,4.2458,1.1042,0.2355268736162796,PAY702964,2024-02-20,519019.04,121419.32
INV702965,58,PO702965,2023-01-12,95895.99,95895.99,Matched,EUR,4.2111,1.0853,1.0,PAY702965,2023-03-09,95895.99,95895.99
INV702966,67,PO702966,2025-01-28,466611.92,,Matched,PLN,,,,PAY702966,2025-03-15,466611.92,
INV702967,115,PO702967,2024-10-21,41012.46,41012.46,Matched,EUR,4.2866,1.0935,1.0,PAY702967,2024-12-15,41012.46,41012.46
INV702968,198,PO702968,2023-11-10,239557.46,56046.01,Matched,PLN,4.2743,1.0603,0.2339564373113726,PAY702968,2024-01-05,239557.46,56302.87
INV702969,81,PO702969,2022-12-22,205091.53,205091.53,Mismatch,EUR,4.3062,1.1148,1.0,PAY702969,2023-02-01,205091.53,205091.53
INV702972,62,PO702972,2022-12-11,310469.99,73094.76,Matched,PLN,4.2475,1.092,0.2354326074161271,PAY702972,2023-01-28,310469.99,70580.61
INV702973,187,PO702973,2023-02-06,170341.77,170341.77,Matched,EUR,4.2826,1.0876,1.0,PAY702973,2023-03-03,170341.77,170341.77
INV702974,238,PO702974,2025-03-16,202159.57,202159.57,Matched,EUR,,,1.0,PAY702974,2025-05-11,202159.57,
INV702975,142,PO702975,2023-11-19,259298.63,61617.47,Matched,PLN,4.2082,1.1147,0.2376312912884368,PAY702975,2024-01-12,259298.63,59667.86
INV702976,139,PO702976,2023-02-16,782939.79,182942.68,Matched,PLN,4.2797,1.0782,0.2336612379372386,PAY702976,,,
INV702977,128,PO702977,2022-03-25,217722.94,217722.94,Matched,EUR,4.2991,1.094,1.0,PAY702977,2022-04-23,217722.94,217722.94
INV702978,150,PO702978,2023-07-12,151393.73,151393.73,Matched,EUR,4.356,1.0885,1.0,PAY702978,2023-08-18,151393.73,151393.73
INV702979,29,PO702979,2023-05-05,310834.68,72636.81,Mismatch,PLN,4.2793,1.089,0.233683079008249,PAY702979,,,
INV702980,178,PO702980,2022-09-03,9768.78,9768.78,Matched,EUR,4.193,1.0919,1.0,PAY702980,,,
INV702981,186,PO702981,2023-10-26,45049.8,10592.48,Matched,PLN,4.253,1.1096,0.2351281448389372,PAY702981,2023-11-30,45049.8,10286.75
INV702983,20,PO702983,2023-03-24,18739.56,18739.56,Matched,EUR,4.2574,1.1052,1.0,PAY702983,2023-04-24,18739.56,18739.56
INV702984,123,PO702984,2024-02-10,43055.02,43055.02,Matched,EUR,4.3504,1.1158,1.0,PAY702984,2024-03-16,43055.02,43055.02
INV702985,191,PO702985,2022-10-04,92058.59,21557.87,Matched,PLN,4.2703,1.1093,0.2341755848535232,PAY702985,2022-11-24,92058.59,21593.78
INV702986,207,PO702986,2024-10-19,306050.08,71057.11,Matched,PLN,4.3071,1.0965,0.2321747811752687,PAY702986,2024-12-18,306050.08,71446.93
INV702987,156,PO702987,2024-07-07,66507.17,66507.17,Matched,EUR,4.2176,1.0874,1.0,PAY702987,,,
INV702988,40,PO702988,2022-12-05,92516.69,92516.69,Matched,EUR,4.2884,1.0813,1.0,PAY702988,2023-01-13,92516.69,92516.69
INV702989,244,PO702989,2023-03-11,129021.36,129021.36,Matched,EUR,4.2404,1.108,1.0,PAY702989,2023-05-02,129021.36,129021.36
INV702990,120,PO702990,2023-06-13,75161.31,75161.31,Matched,EUR,4.2869,1.066,1.0,PAY702990,2023-08-05,75161.31,75161.31
INV702991,225,PO702991,2023-01-22,254828.12,233017.67,Matched,USD,4.2539,1.0936,0.91441111923921,PAY702991,2023-03-23,254828.12,228136.19
INV702992,224,PO702992,2022-11-27,935108.33,218019.71,Matched,PLN,4.2891,1.1099,0.2331491455083817,PAY702992,2023-01-14,935108.33,219885.8
INV702993,68,PO702993,2024-04-24,59550.0,55328.44,Matched,USD,4.2747,1.0763,0.92910898448388,PAY702993,2024-06-05,59550.0,54072.46
INV702994,135,PO702994,2024-09-18,129875.17,129875.17,Mismatch,EUR,4.2912,1.0806,1.0,PAY702994,2024-11-03,129875.17,129875.17
INV702995,18,PO702995,2024-02-11,150842.94,35282.42,Matched,PLN,4.2753,1.0926,0.2339017144995673,PAY702995,2024-03-27,150842.94,35662.8
INV702997,55,PO702997,2024-12-28,439226.3,101295.24,Matched,PLN,4.3361,1.0976,0.2306219875002882,PAY702997,2025-02-15,439226.3,
INV702998,204,PO702998,2024-02-03,875535.12,203196.97,Mismatch,PLN,4.3088,1.1182,0.2320831786112142,PAY702998,2024-03-29,875535.12,206168.35
INV702999,41,PO702999,2023-09-27,45277.12,45277.12,Matched,EUR,4.294,1.0962,1.0,PAY702999,2023-11-05,45277.12,45277.12
INV703000,201,PO703000,2024-03-15,169888.86,40106.91,Matched,PLN,4.2359,1.0915,0.2360773389362355,PAY703000,2024-04-22,168189.97,39273.78
INV703001,248,PO703001,2023-07-17,1488536.03,346961.92,Mismatch,PLN,4.2902,1.0944,0.2330893664631019,PAY703001,2023-08-10,1488536.03,345761.08
INV703002,145,PO703002,2022-12-12,60968.02,60968.02,Matched,EUR,4.2816,1.1175,1.0,PAY703002,2023-01-27,60968.02,60968.02
INV703003,249,PO703003,2022-12-04,274139.41,274139.41,Mismatch,EUR,4.2656,1.1177,1.0,PAY703003,2023-01-23,274139.41,274139.41
INV703005,157,PO703005,2023-02-04,504823.42,116989.97,Matched,PLN,4.3151,1.0966,0.2317443396445041,PAY703005,2023-04-02,504823.42,116614.33
INV703006,131,PO703006,2025-02-01,113738.92,113738.92,Matched,EUR,,,1.0,PAY703006,2025-03-27,113738.92,
INV703007,121,PO703007,2022-09-10,69516.37,63323.35,Matched,USD,4.213,1.0978,0.9109127345600292,PAY703007,,,
INV703008,47,PO703008,2023-12-25,300286.43,300286.43,Matched,EUR,4.3513,1.0684,1.0,PAY703008,2024-02-18,300286.43,300286.43
INV703009,216,PO703009,2024-09-01,57579.13,57579.13,Matched,EUR,4.257,1.0829,1.0,PAY703009,2024-09-27,57579.13,57579.13
INV703010,91,PO703010,2023-03-24,1460235.08,342987.52,Matched,PLN,4.2574,1.1052,0.2348851411659698,PAY703010,2023-05-07,1460235.08,342754.05
INV703011,107,PO703011,2022-11-01,192158.78,44784.95,Matched,PLN,4.2907,1.1157,0.2330622043023282,PAY703011,,,
INV703012,123,PO703012,2024-03-23,184913.71,184913.71,Matched,EUR,4.3438,1.1037,1.0,PAY703012,2024-05-22,184913.71,184913.71
INV703013,210,PO703013,2024-08-11,1054871.62,246528.69,Matched,PLN,4.2789,1.1122,0.2337049241627521,PAY703013,2024-09-12,1054871.62,245193.53
INV703014,164,PO703014,2024-08-09,154589.19,154589.19,Matched,EUR,4.3205,1.0974,1.0,PAY703014,2024-09-21,154589.19,154589.19
INV703015,108,PO703015,2022-05-07,153636.7,153636.7,Matched,EUR,4.2244,1.1136,1.0,PAY703015,,,
INV703016,161,PO703016,2024-11-13,605794.48,138331.35,Matched,PLN,4.3793,1.098,0.2283469960952663,PAY703016,2025-01-01,605794.48,
INV703017,65,PO703017,2024-04-03,94900.26,22118.69,Mismatch,PLN,4.2905,1.1158,0.2330730684069455,PAY703017,2024-05-11,93002.25,21755.42
INV703018,22,PO703018,2022-04-21,190742.88,190742.88,Matched,EUR,4.2921,1.1067,1.0,PAY703018,2022-05-28,190742.88,190742.88
INV703019,231,PO703019,2024-12-12,753371.43,174314.87,Matched,PLN,4.3219,1.1126,0.2313797172539855,PAY703019,2025-01-12,753371.43,
INV703020,131,PO703020,2024-07-20,205099.32,205099.32,Matched,EUR,4.2434,1.0972,1.0,PAY703020,2024-08-26,205099.32,205099.32
INV703021,132,PO703021,2024-12-26,234209.45,234209.45,Mismatch,EUR,4.3166,1.0654,1.0,PAY703021,2025-02-18,234209.45,
INV703022,117,PO703022,2025-04-14,29827.72,29827.72,Mismatch,EUR,,,1.0,PAY703022,2025-05-27,29827.72,
INV703023,92,PO703023,2024-02-04,1239.78,1239.78,Matched,EUR,4.2606,1.0956,1.0,PAY703023,2024-03-28,1239.78,1239.78
INV703024,244,PO703024,2024-12-23,5696.08,5696.08,Matched,EUR,4.195,1.0712,1.0,PAY703024,,,
INV703025,102,PO703025,2023-10-29,85884.8,85884.8,Matched,EUR,4.3376,1.0666,1.0,PAY703025,,,
INV703026,15,PO703026,2024-03-30,180402.59,180402.59,Matched,EUR,4.3556,1.0821,1.0,PAY703026,2024-05-15,180402.59,180402.59
INV703027,51,PO703027,2025-03-07,206007.07,206007.07,Matched,EUR,,,1.0,PAY703027,2025-04-22,206007.07,
INV703028,89,PO703028,2022-03-15,9672.14,8467.25,Mismatch,USD,4.3411,1.1423,0.8754267705506433,PAY703028,2022-04-24,9672.14,8888.2
INV703029,47,PO703029,2023-04-12,169675.65,169675.65,Matched,EUR,4.2642,1.1377,1.0,PAY703029,2023-06-04,169675.65,169675.65
INV703031,49,PO703031,2023-06-30,98809.69,22425.66,Matched,PLN,4.4061,1.1248,0.2269580808424683,PAY703031,2023-07-29,98809.69,23286.6
INV703032,89,PO703032,2022-06-19,29292.96,26492.68,Matched,USD,4.2768,1.1057,0.9044044496698924,PAY703032,2022-07-27,29292.96,26827.51
INV703033,66,PO703033,2024-05-20,958587.8,224915.02,Matched,PLN,4.262,1.068,0.2346316283435007,PAY703033,2024-06-13,958587.8,221987.82
INV703034,178,PO703034,2024-11-30,124198.08,124198.08,Matched,EUR,4.3428,1.0932,1.0,PAY703034,,,
INV703035,144,PO703035,2023-05-27,46635.0,46635.0,Matched,EUR,4.2807,1.1009,1.0,PAY703035,2023-06-25,46635.0,46635.0
INV703036,11,PO703036,2022-09-27,59688.81,59688.81,Matched,EUR,4.2441,1.072,1.0,PAY703036,2022-11-07,59688.81,59688.81
INV703037,160,PO703037,2024-01-15,40854.32,40854.32,Mismatch,EUR,4.2553,1.0813,1.0,PAY703037,2024-02-17,40854.32,40854.32
INV703038,41,PO703038,2023-08-03,114162.51,114162.51,Matched,EUR,4.2849,1.0762,1.0,PAY703038,,,
INV703039,248,PO703039,2023-10-18,750833.55,175987.61,Matched,PLN,4.2664,1.0947,0.2343896493530845,PAY703039,2023-12-01,750833.55,179543.64
INV703040,99,PO703040,2024-02-25,5129.88,5129.88,Matched,EUR,4.3546,1.1021,1.0,PAY703040,2024-03-20,5129.88,5129.88
INV703041,170,PO703041,2022-09-10,97502.5,97502.5,Matched,EUR,4.213,1.0978,1.0,PAY703041,2022-11-05,97502.5,97502.5
INV703042,25,PO703042,2024-05-22,241718.71,241718.71,Matched,EUR,4.2837,1.0759,1.0,PAY703042,2024-07-16,241718.71,241718.71
INV703043,90,PO703043,2023-05-10,1047129.36,248889.85,Matched,PLN,4.2072,1.0691,0.2376877733409393,PAY703043,2023-06-17,1047129.36,245097.34
INV703044,194,PO703044,2024-02-20,122854.35,28740.55,Matched,PLN,4.2746,1.0853,0.2339400177794413,PAY703044,2024-03-23,122854.35,28282.69
INV703045,28,PO703045,2022-10-31,315084.5,72320.17,Matched,PLN,4.3568,1.1368,0.2295262578038927,PAY703045,2022-12-11,315084.5,74181.17
INV703046,189,PO703046,2024-11-01,138716.9,138716.9,Matched,EUR,4.2924,1.0559,1.0,PAY703046,2024-12-26,138716.9,138716.9
INV703047,122,PO703047,2024-03-19,229222.74,54063.24,Matched,PLN,4.2399,1.1083,0.2358546192127173,PAY703047,2024-04-30,229222.74,54480.85
INV703048,205,PO703048,2022-04-09,276954.65,256392.01,Matched,USD,4.2582,1.0802,0.925754489909276,PAY703048,2022-05-08,276954.65,249059.94
INV703049,95,PO703049,2024-08-03,562168.7,129567.78,Matched,PLN,4.3388,1.0933,0.2304784733105928,PAY703049,2024-09-30,562168.7,133929.41
INV703050,116,PO703050,2024-11-17,27264.2,27264.2,Matched,EUR,4.1981,1.0893,1.0,PAY703050,2024-12-29,27264.2,27264.2
INV703051,54,PO703051,2023-10-28,144283.81,144283.81,Matched,EUR,4.2604,1.106,1.0,PAY703051,2023-12-09,144283.81,144283.81
INV703052,3,PO703052,2024-08-10,194323.21,194323.21,Matched,EUR,4.1927,1.1051,1.0,PAY703052,2024-09-18,194323.21,194323.21
INV703053,40,PO703053,2025-01-21,47393.14,47393.14,Matched,EUR,,,1.0,PAY703053,2025-03-22,47393.14,
INV703054,140,PO703054,2024-02-03,142579.98,142579.98,Matched,EUR,4.3088,1.1182,1.0,PAY703054,,,
INV703055,250,PO703055,2024-04-01,343940.6,80307.42,Mismatch,PLN,4.2828,1.1107,0.2334921079667507,PAY703055,2024-05-21,337061.79,78483.2
INV703056,9,PO703056,2025-03-25,58746.84,58746.84,Matched,EUR,,,1.0,PAY703056,2025-05-13,58746.84,
INV703057,158,PO703057,2023-04-26,921005.53,216528.87,Matched,PLN,4.2535,1.0767,0.2351005054660867,PAY703057,2023-06-22,921005.53,211133.27
INV703058,245,PO703058,2024-04-13,333776.96,77324.04,Matched,PLN,4.3166,1.0864,0.231663809479683,PAY703058,2024-05-13,333776.96,78034.5
INV703059,121,PO703059,2024-07-06,96222.08,84844.44,Matched,USD,4.3015,1.1341,0.8817564588660611,PAY703059,2024-08-31,96222.08,86390.81
INV703060,41,PO703060,2024-07-19,165425.24,165425.24,Mismatch,EUR,4.3253,1.1006,1.0,PAY703060,,,
INV703061,55,PO703061,2025-03-23,141143.77,,Matched,PLN,,,,PAY703061,,,
INV703062,123,PO703062,2023-11-21,37414.58,37414.58,Mismatch,EUR,4.2621,1.1379,1.0,PAY703062,2024-01-09,37414.58,37414.58
INV703063,81,PO703063,2022-05-20,6021.12,6021.12,Matched,EUR,4.3524,1.1091,1.0,PAY703063,2022-06-27,6021.12,6021.12
INV703064,80,PO703064,2022-08-21,51469.6,51469.6,Matched,EUR,4.2348,1.0737,1.0,PAY703064,2022-10-04,51469.6,51469.6
INV703065,172,PO703065,2024-02-09,595208.02,138836.98,Matched,PLN,4.2871,1.089,0.2332579132747078,PAY703065,2024-03-18,595208.02,134756.96
INV703066,247,PO703066,2024-02-09,456757.32,106542.26,Matched,PLN,4.2871,1.089,0.2332579132747078,PAY703066,2024-03-13,456757.32,106888.82
INV703067,171,PO703067,2024-10-19,225145.18,52273.03,Matched,PLN,4.3071,1.0965,0.2321747811752687,PAY703067,2024-11-15,225145.18,52812.55
INV703068,161,PO703068,2022-07-22,494235.19,115343.46,Matched,PLN,4.2849,1.0984,0.2333776750916007,PAY703068,2022-08-31,494235.19,116663.96
INV703069,74,PO703069,2024-07-17,33103.92,7830.61,Matched,PLN,4.2275,1.1039,0.2365464222353636,PAY703069,2024-09-02,33103.92,7707.37
INV703070,247,PO703070,2023-09-10,55158.6,12921.34,Matched,PLN,4.2688,1.0798,0.2342578710644677,PAY703070,2023-10-12,55158.6,12807.33
INV703071,64,PO703071,2022-12-24,530016.44,125151.46,Matched,PLN,4.235,1.1074,0.2361275088547815,PAY703071,2023-02-04,530016.44,122828.31
INV703072,100,PO703072,2022-11-30,69723.79,69723.79,Matched,EUR,4.2692,1.0969,1.0,PAY703072,2023-01-23,69723.79,69723.79
INV703073,216,PO703073,2024-08-16,197411.94,197411.94,Matched,EUR,4.3835,1.1118,1.0,PAY703073,2024-09-29,197411.94,197411.94
INV703074,140,PO703074,2022-12-14,37145.68,37145.68,Matched,EUR,4.2451,1.0781,1.0,PAY703074,2023-01-06,37145.68,37145.68
INV703075,55,PO703075,2022-07-23,510766.01,120036.19,Matched,PLN,4.2551,1.0837,0.2350121031233108,PAY703075,2022-08-23,510766.01,119354.58
INV703077,124,PO703077,2023-03-01,195873.03,185030.26,Matched,USD,4.2937,1.0586,0.9446438692612884,PAY703077,2023-04-21,195873.03,177936.98
INV703078,142,PO703078,2022-07-13,751500.65,175293.47,Matched,PLN,4.2871,1.0869,0.2332579132747078,PAY703078,2022-08-28,751500.65,173600.83
INV703079,222,PO703079,2022-12-26,1036195.7,243782.07,Matched,PLN,4.2505,1.0931,0.2352664392424421,PAY703079,2023-02-05,1036195.7,245172.18
INV703080,104,PO703080,2022-06-24,695442.98,164283.04,Matched,PLN,4.2332,1.0939,0.2362279126901634,PAY703080,2022-08-05,695442.98,163726.1
INV703081,221,PO703081,2025-02-25,472790.1,,Matched,PLN,,,,PAY703081,,,
INV703082,203,PO703082,2024-07-09,144001.3,144001.3,Matched,EUR,4.3557,1.0791,1.0,PAY703082,2024-08-30,144001.3,144001.3
INV703083,78,PO703083,2023-08-24,633997.4,146575.44,Matched,PLN,4.3254,1.1067,0.2311924908678966,PAY703083,2023-10-05,633997.4,146561.88
INV703084,98,PO703084,2023-06-12,302268.34,70689.51,Matched,PLN,4.276,1.0663,0.2338634237605238,PAY703084,2023-08-11,302268.34,69308.53
INV703085,12,PO703085,2024-09-09,699764.5,163576.64,Matched,PLN,4.2779,1.0993,0.2337595549218074,PAY703085,,,
INV703086,197,PO703086,2022-07-06,240387.14,57142.52,Matched,PLN,4.2068,1.0764,0.2377103736807074,PAY703086,2022-08-12,240387.14,56462.04
INV703087,155,PO703087,2024-11-01,225972.32,214009.21,Matched,USD,4.2924,1.0559,0.947059380623165,PAY703087,2024-12-17,225972.32,202339.11
INV703088,44,PO703088,2024-09-03,68827.54,68827.54,Matched,EUR,4.321,1.083,1.0,PAY703088,2024-11-03,68827.54,68827.54
INV703089,145,PO703089,2023-10-01,153865.18,153865.18,Matched,EUR,4.2024,1.1076,1.0,PAY703089,2023-11-11,153865.18,153865.18
INV703090,136,PO703090,2024-08-28,147905.64,147905.64,Matched,EUR,4.2702,1.0811,1.0,PAY703090,2024-10-20,147905.64,147905.64
INV703091,156,PO703091,2025-01-12,6812.06,6812.06,Matched,EUR,,,1.0,PAY703091,,,
INV703093,81,PO703093,2024-07-16,145823.38,145823.38,Mismatch,EUR,4.334,1.1112,1.0,PAY703093,2024-08-31,145823.38,145823.38
INV703094,40,PO703094,2023-01-29,17646.0,17646.0,Mismatch,EUR,4.1819,1.0885,1.0,PAY703094,2023-03-27,17646.0,17646.0
INV703095,82,PO703095,2022-04-22,47247.75,47247.75,Matched,EUR,4.3409,1.0944,1.0,PAY703095,,,
INV703096,5,PO703096,2024-06-20,45252.3,45252.3,Matched,EUR,4.2502,1.1134,1.0,PAY703096,2024-07-23,45252.3,45252.3
INV703097,13,PO703097,2024-01-13,918388.6,217978.88,Mismatch,PLN,4.2132,1.0987,0.2373492832051647,PAY703097,2024-02-24,918388.6,218794.19
INV703098,188,PO703098,2024-06-05,3775.78,872.21,Matched,PLN,4.329,1.1013,0.231000231000231,PAY703098,2024-07-31,3775.78,875.79
INV703099,194,PO703099,2023-03-26,368045.08,84842.11,Matched,PLN,4.338,1.0823,0.2305209774089442,PAY703099,2023-04-28,368045.08,85425.0
INV703100,141,PO703100,2022-12-12,148875.8,148875.8,Matched,EUR,4.2816,1.1175,1.0,PAY703100,2023-01-10,148875.8,148875.8
INV703101,175,PO703101,2023-09-24,540680.22,126525.22,Matched,PLN,4.2733,1.1206,0.2340111857346781,PAY703101,2023-11-05,540680.22,125611.05
INV703102,150,PO703102,2023-08-17,14061.13,14061.13,Mismatch,EUR,4.2659,1.0904,1.0,PAY703102,2023-10-06,14061.13,14061.13
INV703103,235,PO703103,2024-10-21,925773.77,215969.25,Matched,PLN,4.2866,1.0935,0.2332851210749778,PAY703103,2024-11-22,925773.77,215346.31
INV703104,31,PO703104,2024-03-21,766831.59,179880.74,Matched,PLN,4.263,1.1051,0.2345765892563922,PAY703104,2024-05-16,766831.59,179775.31
INV703105,67,PO703105,2022-12-24,705534.8,166596.17,Matched,PLN,4.235,1.1074,0.2361275088547815,PAY703105,2023-02-09,705534.8,163632.63
INV703106,164,PO703106,2024-03-23,103655.39,103655.39,Matched,EUR,4.3438,1.1037,1.0,PAY703106,2024-04-12,103655.39,103655.39
INV703107,63,PO703107,2022-09-05,457833.94,105068.03,Matched,PLN,4.3575,1.1015,0.2294893861158921,PAY703107,2022-10-18,457833.94,107135.76
INV703109,195,PO703109,2023-08-12,614219.93,140992.55,Matched,PLN,4.3564,1.0969,0.2295473326599945,PAY703109,2023-09-23,614219.93,145677.47
INV703110,176,PO703110,2024-09-04,167931.37,38641.33,Matched,PLN,4.3459,1.1085,0.2301019351572746,PAY703110,2024-10-31,167931.37,38571.22
INV703111,54,PO703111,2023-07-10,19897.48,19897.48,Mismatch,EUR,4.3245,1.089,1.0,PAY703111,2023-08-23,19897.48,19897.48
INV703112,227,PO703112,2023-07-17,588903.39,137267.12,Matched,PLN,4.2902,1.0944,0.2330893664631019,PAY703112,2023-09-22,588903.39,137180.78
