POID,Line,ReceiptDate,QtyReceived,OnTimeFlag
PO702392,4,2025-01-19,37,False
PO702392,5,2024-12-14,27,False
PO702392,6,2025-02-04,17,True
PO702393,1,2023-05-26,9,False
PO702393,1,2023-06-02,4,False
PO702393,2,2023-07-10,40,False
PO702393,2,2023-07-11,28,False
PO702393,3,2023-06-07,7,False
PO702393,4,2023-06-09,6,False
PO702394,1,2024-01-03,18,False
PO702394,2,2023-11-24,10,True
PO702394,3,2023-12-03,21,True
PO702394,4,2024-02-02,19,False
PO702394,5,2024-01-09,26,True
PO702394,6,2023-12-11,251,True
PO702395,1,2023-10-16,4,True
PO702395,2,2023-11-05,33,True
PO702395,3,2023-10-23,26,True
PO702395,4,2023-11-27,12,False
PO702395,4,2023-12-01,7,False
PO702395,5,2023-09-30,10,False
PO702396,1,2024-07-17,3,False
PO702396,2,2024-07-09,31,True
PO702396,3,2024-08-06,253,True
PO702396,4,2024-07-07,27,False
PO702396,5,2024-08-01,102,False
PO702396,6,2024-06-10,220,True
PO702397,1,2022-09-21,17,False
PO702397,2,2022-09-06,1,True
PO702398,1,2024-09-17,9,True
PO702398,2,2024-09-07,82,False
PO702398,3,2024-09-14,5,False
PO702398,4,2024-09-18,3,False
PO702398,5,2024-09-24,10,False
PO702398,6,2024-09-18,20,False
PO702399,1,2023-10-12,25,False
PO702399,2,2023-09-13,44,True
PO702399,3,2023-09-25,23,True
PO702399,4,2023-08-28,18,False
PO702399,5,2023-10-20,26,False
PO702399,6,2023-08-17,7,True
PO702400,1,2022-04-20,17,True
PO702400,2,2022-03-13,19,False
PO702400,2,2022-03-21,9,False
PO702400,3,2022-05-01,21,True
PO702400,4,2022-04-15,225,True
PO702400,5,2022-03-18,10,True
PO702400,5,2022-03-22,17,True
PO702400,6,2022-04-24,62,False
PO702401,1,2022-08-09,206,True
PO702401,2,2022-09-15,17,False
PO702401,3,2022-09-12,5,True
PO702401,3,2022-09-16,5,True
PO702401,4,2022-08-03,13,True
PO702401,5,2022-08-28,255,True
PO702401,6,2022-07-19,8,True
PO702402,1,2024-06-21,66,False
PO702402,2,2024-05-16,10,True
PO702402,3,2024-07-13,35,False
PO702403,1,2023-06-02,9,True
PO702403,2,2023-06-23,29,False
PO702404,1,2024-02-18,4,True
PO702404,2,2024-04-12,82,False
PO702404,3,2024-04-12,19,True
PO702404,4,2024-03-10,20,True
PO702405,1,2024-06-18,19,False
PO702406,1,2025-01-07,37,True
PO702406,2,2024-11-21,3,True
PO702406,3,2024-12-17,2,True
PO702406,4,2024-12-11,44,False
PO702407,1,2024-12-17,17,True
PO702407,1,2024-12-24,21,True
PO702407,2,2025-01-12,8,False
PO702407,3,2025-01-30,16,False
PO702407,4,2024-12-19,71,False
PO702407,5,2025-01-02,23,False
PO702407,5,2025-01-06,26,False
PO702408,1,2022-08-09,20,True
PO702408,2,2022-08-05,7,False
PO702408,3,2022-08-14,7,False
PO702408,4,2022-07-21,209,True
PO702409,1,2023-11-04,5,True
PO702409,1,2023-11-07,7,True
PO702409,2,2023-12-27,32,False
PO702409,3,2024-01-05,47,False
PO702409,4,2023-11-16,61,False
PO702409,5,2023-12-25,162,True
PO702409,5,2023-12-28,86,True
PO702410,1,2022-07-26,76,True
PO702410,2,2022-08-26,8,True
PO702410,3,2022-07-23,15,False
PO702410,3,2022-07-28,16,False
PO702411,1,2024-10-22,7,True
PO702411,2,2024-09-26,16,False
PO702411,3,2024-10-13,23,True
PO702411,4,2024-10-12,28,False
PO702411,5,2024-09-10,67,True
PO702411,5,2024-09-17,45,True
PO702412,1,2022-07-19,153,False
PO702412,2,2022-07-24,6,False
PO702412,2,2022-07-28,8,False
PO702412,3,2022-08-10,35,False
PO702412,4,2022-07-14,15,True
PO702412,5,2022-07-25,51,True
PO702412,5,2022-08-02,33,True
PO702413,1,2025-03-05,24,False
PO702413,2,2025-01-18,258,True
PO702413,3,2025-01-15,3,False
PO702414,1,2022-11-26,28,False
PO702414,2,2022-12-11,21,False
PO702414,3,2022-11-10,5,False
PO702414,4,2022-12-23,125,False
PO702415,1,2023-08-08,158,False
PO702415,2,2023-08-24,21,False
PO702415,3,2023-08-01,16,True
PO702415,4,2023-07-25,22,True
PO702415,5,2023-08-04,6,True
PO702415,6,2023-08-14,177,False
PO702416,1,2023-03-11,23,False
PO702416,2,2023-02-01,16,True
PO702416,3,2023-03-10,3,False
PO702416,3,2023-03-13,2,False
PO702416,4,2023-03-15,27,True
PO702416,5,2023-03-17,26,False
PO702416,6,2023-03-19,42,False
PO702417,1,2022-07-10,6,False
PO702417,1,2022-07-18,3,False
PO702417,2,2022-07-12,17,False
PO702417,3,2022-06-19,29,False
PO702418,1,2023-08-10,2,False
PO702418,2,2023-07-11,11,True
PO702418,2,2023-07-19,7,True
PO702418,3,2023-08-24,8,False
PO702418,4,2023-06-17,18,True
PO702418,5,2023-08-19,4,False
PO702418,5,2023-08-23,7,False
PO702419,1,2023-03-24,66,False
PO702419,2,2023-02-26,21,False
PO702419,3,2023-03-22,133,True
PO702419,4,2023-05-03,60,False
PO702419,5,2023-02-09,18,True
PO702420,1,2022-10-01,22,True
PO702420,2,2022-11-18,21,True
PO702421,1,2023-07-16,8,False
PO702421,2,2023-08-08,39,True
PO702422,1,2024-11-06,61,True
PO702423,1,2024-03-28,55,True
PO702423,2,2024-05-02,29,False
PO702423,2,2024-05-06,26,False
PO702423,3,2024-04-09,20,True
PO702423,4,2024-03-03,95,True
PO702423,5,2024-04-18,93,False
PO702423,6,2024-03-23,41,False
PO702424,1,2022-11-15,256,False
PO702424,2,2022-11-23,1,False
PO702424,2,2022-11-29,3,False
PO702424,3,2022-12-08,15,True
PO702424,4,2023-01-13,6,False
PO702424,4,2023-01-17,4,False
PO702424,5,2022-11-23,1,False
PO702424,5,2022-11-24,1,False
PO702425,1,2024-07-10,24,True
PO702425,2,2024-08-08,6,False
PO702425,2,2024-08-12,6,False
PO702425,3,2024-07-08,210,True
PO702425,4,2024-08-06,22,True
PO702426,1,2024-09-02,103,False
PO702426,2,2024-08-23,111,False
PO702426,3,2024-09-04,4,True
PO702426,4,2024-08-20,4,True
PO702426,5,2024-09-20,6,False
PO702426,6,2024-09-10,18,False
PO702427,1,2023-03-24,31,False
PO702427,2,2023-03-31,20,False
PO702427,3,2023-03-16,16,True
PO702427,4,2023-02-20,67,True
PO702427,5,2023-03-05,26,True
PO702428,1,2022-07-12,5,True
PO702429,1,2022-09-30,18,False
PO702429,2,2022-09-30,37,True
PO702429,2,2022-10-03,38,True
PO702429,3,2022-08-15,11,True
PO702429,4,2022-08-17,107,True
PO702429,5,2022-08-29,22,True
PO702429,6,2022-08-28,8,False
PO702430,1,2023-09-12,25,False
PO702430,1,2023-09-18,12,False
PO702430,2,2023-09-13,96,False
PO702430,3,2023-08-09,55,False
PO702430,4,2023-09-06,16,False
PO702430,5,2023-08-09,14,True
PO702431,1,2024-12-08,3,False
PO702431,2,2024-12-14,84,True
PO702431,3,2024-12-25,23,False
PO702432,1,2023-02-04,124,False
PO702432,2,2023-03-27,13,True
PO702432,3,2023-04-06,14,True
PO702433,1,2023-08-11,58,False
PO702433,2,2023-06-07,7,True
PO702433,3,2023-06-08,19,False
PO702434,1,2022-10-30,71,True
PO702434,2,2022-11-14,21,False
PO702434,3,2022-09-30,5,False
PO702434,3,2022-10-07,6,False
PO702435,1,2023-03-16,11,False
PO702435,2,2023-03-02,108,False
PO702435,3,2022-12-31,4,False
PO702435,3,2023-01-09,5,False
PO702435,4,2023-02-01,32,True
PO702435,5,2023-02-18,50,True
PO702436,1,2022-10-23,174,True
PO702436,2,2022-10-16,32,True
PO702436,3,2022-09-20,14,True
PO702436,4,2022-10-22,114,False
PO702437,1,2024-09-08,33,True
PO702437,1,2024-09-12,20,True
PO702437,2,2024-10-16,36,False
PO702437,3,2024-10-18,14,False
PO702437,3,2024-10-24,10,False
PO702437,4,2024-10-18,96,False
PO702437,5,2024-09-17,20,False
PO702437,6,2024-08-19,26,True
PO702438,1,2023-04-14,1,False
PO702438,2,2023-01-22,90,False
PO702438,3,2023-02-12,47,False
PO702438,4,2023-03-18,2,False
PO702438,5,2023-01-16,32,True
PO702438,6,2023-01-09,181,True
PO702439,1,2024-05-13,1,False
PO702439,2,2024-02-22,0,True
PO702440,1,2022-11-15,62,True
PO702440,2,2022-11-15,79,False
PO702440,3,2023-01-07,2,False
PO702440,4,2022-11-10,7,True
PO702440,5,2022-12-22,9,False
PO702440,6,2022-12-02,33,True
PO702441,1,2023-07-20,16,True
PO702441,2,2023-09-14,17,False
PO702441,3,2023-07-25,31,True
PO702441,4,2023-09-04,19,True
PO702441,5,2023-08-29,184,False
PO702442,1,2022-11-02,21,False
PO702442,2,2022-10-08,94,True
PO702443,1,2022-12-10,107,False
PO702444,1,2024-07-06,22,True
PO702444,2,2024-08-05,30,False
PO702444,3,2024-05-29,10,True
PO702444,4,2024-07-14,18,True
PO702444,5,2024-06-20,33,False
PO702445,1,2022-08-11,97,False
PO702445,2,2022-09-09,9,False
PO702445,3,2022-07-16,33,True
PO702446,1,2023-02-20,22,False
PO702446,2,2023-03-25,33,False
PO702446,3,2023-01-31,118,True
PO702446,3,2023-02-03,134,True
PO702446,4,2023-04-14,68,False
PO702446,5,2023-02-08,73,True
PO702446,6,2023-03-03,171,False
PO702447,1,2025-01-15,21,True
PO702447,2,2025-01-19,154,False
PO702448,1,2023-04-04,24,False
PO702448,2,2023-03-24,29,False
PO702448,3,2023-04-04,55,True
PO702448,4,2023-03-14,127,False
PO702448,4,2023-03-16,99,False
PO702448,5,2023-03-29,3,False
PO702448,5,2023-03-30,2,False
PO702449,1,2023-12-29,3,False
PO702450,1,2023-11-30,18,True
PO702450,2,2024-01-26,13,True
PO702450,3,2024-02-05,12,False
PO702450,4,2023-12-10,49,False
PO702450,4,2023-12-12,29,False
PO702450,5,2023-12-03,19,False
PO702450,6,2024-02-10,9,False
PO702451,1,2024-03-19,243,False
PO702451,2,2024-05-15,76,False
PO702451,3,2024-04-10,173,False
PO702451,4,2024-05-22,11,False
PO702451,5,2024-04-17,64,False
PO702452,1,2022-11-14,20,True
PO702452,2,2022-12-21,27,False
PO702452,3,2023-01-20,201,False
PO702452,4,2023-01-18,59,False
PO702452,4,2023-01-26,27,False
PO702452,5,2022-12-22,114,False
PO702453,1,2022-04-16,71,False
PO702453,2,2022-06-09,28,False
PO702453,3,2022-05-17,10,True
PO702453,4,2022-05-26,16,True
PO702454,1,2025-02-16,74,False
PO702454,2,2025-01-12,19,False
PO702455,1,2024-12-17,19,True
PO702456,1,2024-07-25,1,False
PO702456,2,2024-06-23,28,False
PO702456,3,2024-07-21,60,False
PO702456,4,2024-06-12,226,True
PO702456,5,2024-08-08,27,True
PO702457,1,2024-01-14,23,False
PO702457,2,2024-01-21,16,True
PO702458,1,2024-05-25,7,False
PO702458,2,2024-04-04,37,False
PO702458,3,2024-04-17,8,True
PO702458,4,2024-03-21,18,False
PO702459,1,2023-01-07,140,False
PO702459,2,2023-02-11,25,False
PO702459,3,2023-01-12,31,False
PO702460,1,2024-09-06,102,False
PO702460,2,2024-08-26,213,True
PO702460,3,2024-07-30,39,False
PO702460,4,2024-09-10,69,False
PO702461,1,2024-09-18,37,False
PO702461,2,2024-09-05,13,True
PO702461,2,2024-09-09,9,True
PO702462,1,2023-09-19,18,True
PO702463,1,2024-11-25,1,True
PO702463,2,2024-11-17,122,False
PO702464,1,2022-06-23,14,False
PO702464,2,2022-05-04,64,False
PO702464,3,2022-06-24,88,False
PO702464,4,2022-07-07,2,True
PO702464,5,2022-06-17,16,False
PO702464,6,2022-07-06,9,True
PO702465,1,2022-09-16,112,False
PO702465,2,2022-10-09,18,False
PO702465,3,2022-09-09,9,False
PO702466,1,2022-07-29,1,False
PO702467,1,2023-04-29,21,False
PO702468,1,2022-12-03,16,True
PO702468,2,2022-10-26,16,False
PO702468,3,2022-10-12,226,False
PO702468,4,2022-09-28,178,True
PO702468,5,2022-12-11,13,True
PO702468,6,2022-11-11,8,True
PO702468,6,2022-11-17,4,True
PO702469,1,2024-10-14,24,True
PO702469,2,2024-10-07,12,True
PO702469,3,2024-10-22,12,True
PO702469,4,2024-10-05,59,False
PO702469,4,2024-10-09,89,False
PO702470,1,2024-06-08,10,False
PO702470,2,2024-05-10,203,False
PO702470,3,2024-05-30,91,True
PO702470,3,2024-05-31,49,True
PO702470,4,2024-06-06,32,True
PO702470,5,2024-06-03,59,True
PO702470,5,2024-06-05,35,True
PO702470,6,2024-04-11,90,False
PO702471,1,2024-01-10,28,False
PO702471,2,2024-02-15,32,False
PO702471,3,2024-02-03,182,True
PO702471,4,2024-01-10,10,True
PO702472,1,2022-12-15,22,True
PO702472,2,2022-11-18,64,False
PO702473,1,2023-05-26,12,False
PO702473,1,2023-06-02,9,False
PO702473,2,2023-05-04,19,False
PO702473,2,2023-05-08,20,False
PO702473,3,2023-03-26,28,True
PO702473,4,2023-04-09,8,True
PO702474,1,2024-06-06,26,False
PO702474,2,2024-05-28,11,True
PO702474,3,2024-06-30,18,True
PO702474,4,2024-07-11,164,False
PO702474,5,2024-07-23,76,False
PO702474,6,2024-06-01,8,False
PO702475,1,2023-04-04,129,False
PO702475,2,2023-04-04,9,True
PO702475,2,2023-04-06,5,True
PO702476,1,2023-02-05,113,True
PO702476,2,2023-03-10,23,True
PO702476,3,2023-04-19,19,False
PO702476,4,2023-04-22,25,False
PO702477,1,2022-12-08,16,True
PO702477,2,2022-12-07,7,False
PO702477,3,2022-12-03,13,True
PO702477,4,2022-11-24,19,False
PO702477,5,2022-10-22,4,False
PO702477,6,2022-10-28,53,False
PO702478,1,2024-10-17,44,False
PO702478,2,2024-10-17,157,False
PO702479,1,2023-09-13,98,False
PO702479,2,2023-09-21,35,True
PO702479,3,2023-09-18,215,True
PO702479,4,2023-08-24,10,True
PO702479,4,2023-08-25,6,True
PO702480,1,2022-10-27,35,False
PO702480,2,2022-11-21,31,True
PO702480,2,2022-11-22,29,True
PO702480,3,2022-11-26,61,False
PO702480,4,2022-11-17,5,False
PO702480,5,2022-10-29,17,False
PO702480,6,2022-09-17,10,False
PO702481,1,2022-11-25,12,True
PO702481,2,2022-11-30,13,False
PO702481,3,2023-01-26,93,False
PO702481,4,2023-01-10,66,True
PO702482,1,2022-05-09,9,True
PO702482,2,2022-05-06,11,True
PO702482,2,2022-05-10,6,True
PO702482,3,2022-06-03,1,False
PO702482,4,2022-06-12,34,False
PO702482,5,2022-06-02,9,True
PO702482,5,2022-06-08,10,True
PO702482,6,2022-05-23,59,True
PO702483,1,2022-05-06,11,True
PO702483,2,2022-06-01,22,False
PO702483,3,2022-04-13,68,True
PO702483,4,2022-05-27,104,False
PO702484,1,2022-04-13,34,True
PO702484,2,2022-04-09,9,False
PO702484,3,2022-03-15,44,True
PO702484,3,2022-03-23,44,True
PO702484,4,2022-04-14,30,False
PO702484,5,2022-03-19,38,False
PO702484,5,2022-03-22,41,False
PO702485,1,2024-04-17,37,True
PO702485,2,2024-04-10,39,True
PO702485,3,2024-03-19,14,True
PO702485,4,2024-03-14,18,True
PO702485,4,2024-03-20,20,True
PO702485,5,2024-04-19,59,False
PO702486,1,2022-03-22,9,True
PO702486,2,2022-03-01,22,False
PO702486,3,2022-02-27,34,False
PO702486,4,2022-02-20,157,True
PO702486,5,2022-04-22,58,False
PO702486,6,2022-03-02,125,True
PO702487,1,2023-04-08,163,False
PO702487,2,2023-05-17,23,False
PO702487,3,2023-05-08,141,False
PO702488,1,2022-06-18,17,False
PO702488,2,2022-06-03,16,False
PO702488,3,2022-06-17,197,True
PO702489,1,2023-04-23,32,True
PO702489,2,2023-04-15,109,False
PO702489,3,2023-03-19,2,False
PO702489,3,2023-03-20,1,False
PO702489,4,2023-04-19,15,False
PO702489,5,2023-03-12,50,False
PO702489,6,2023-05-02,63,True
PO702490,1,2022-09-20,2,False
PO702490,2,2022-10-18,17,False
PO702490,3,2022-10-21,175,False
PO702490,4,2022-11-03,16,True
PO702490,5,2022-11-06,238,False
PO702490,6,2022-09-17,8,False
PO702491,1,2023-07-21,116,False
PO702491,2,2023-08-08,44,True
PO702491,3,2023-08-29,27,True
PO702491,4,2023-09-01,68,False
PO702491,4,2023-09-07,38,False
PO702491,5,2023-07-28,136,True
PO702491,6,2023-08-24,61,True
PO702492,1,2024-09-26,36,False
PO702492,2,2024-07-22,17,False
PO702492,3,2024-07-15,8,True
PO702493,1,2023-07-03,2,True
PO702493,1,2023-07-07,2,True
PO702494,1,2025-02-18,47,True
PO702494,2,2025-02-27,68,False
PO702494,3,2025-01-30,32,False
PO702494,4,2024-12-17,42,True
PO702495,1,2022-12-28,16,True
PO702496,1,2023-09-26,57,True
PO702496,2,2023-11-21,52,True
PO702496,2,2023-11-29,61,True
PO702497,1,2023-06-23,2,False
PO702497,2,2023-04-21,21,False
PO702498,1,2023-04-06,24,True
PO702498,1,2023-04-12,18,True
PO702498,2,2023-03-31,102,False
PO702499,1,2025-02-25,39,True
PO702499,1,2025-03-05,28,True
PO702500,1,2022-08-20,2,False
PO702500,1,2022-08-22,3,False
PO702500,2,2022-07-26,160,False
PO702500,3,2022-09-01,45,False
PO702500,4,2022-08-10,8,False
PO702500,4,2022-08-12,10,False
PO702501,1,2022-11-11,11,False
PO702501,2,2022-12-28,2,False
PO702501,3,2022-11-22,38,True
PO702501,4,2022-12-26,21,True
PO702501,5,2022-11-14,99,False
PO702501,6,2022-11-17,2,False
PO702502,1,2024-07-24,155,False
PO702502,2,2024-07-27,3,False
PO702502,2,2024-08-05,1,False
PO702502,3,2024-06-29,13,False
PO702503,1,2023-02-15,6,False
PO702503,2,2023-03-18,25,True
PO702503,3,2023-03-03,9,False
PO702503,4,2023-04-17,54,True
PO702503,5,2023-04-23,256,False
PO702503,6,2023-03-11,12,False
PO702504,1,2024-04-27,5,False
PO702505,1,2022-05-19,19,True
PO702505,2,2022-05-18,39,False
PO702505,3,2022-05-01,14,True
PO702505,4,2022-05-12,7,True
PO702506,1,2023-02-28,160,True
PO702506,2,2023-02-02,10,True
PO702506,3,2023-04-09,217,False
PO702506,4,2023-01-30,103,True
PO702506,5,2023-02-25,1,True
PO702507,1,2022-11-04,26,False
PO702507,2,2022-10-27,16,False
PO702508,1,2022-08-05,130,True
PO702508,1,2022-08-08,96,True
PO702508,2,2022-09-07,8,False
PO702508,3,2022-08-19,15,False
PO702508,4,2022-08-22,11,False
PO702508,5,2022-10-18,4,False
PO702509,1,2022-08-12,41,False
PO702509,2,2022-10-01,83,False
PO702510,1,2023-10-12,25,True
PO702510,2,2023-09-27,8,False
PO702511,1,2024-07-07,11,False
PO702511,2,2024-05-07,3,False
PO702511,3,2024-05-19,214,False
PO702511,4,2024-04-15,9,True
PO702512,1,2024-07-17,11,False
PO702512,2,2024-07-20,3,False
PO702512,2,2024-07-25,3,False
PO702512,3,2024-08-13,12,True
PO702512,4,2024-06-26,23,True
PO702512,5,2024-09-11,72,False
PO702513,1,2022-02-23,257,False
PO702513,2,2022-03-24,251,True
PO702513,3,2022-04-11,97,False
PO702514,1,2023-06-01,107,True
PO702514,2,2023-05-27,9,False
PO702514,3,2023-06-28,6,True
PO702514,4,2023-05-08,240,True
PO702514,5,2023-06-29,8,True
PO702514,6,2023-07-01,14,False
PO702514,6,2023-07-03,8,False
PO702515,1,2023-03-27,30,True
PO702515,2,2023-03-22,208,False
PO702515,3,2023-03-31,115,False
PO702515,4,2023-04-08,59,False
PO702515,5,2023-02-26,6,True
PO702516,1,2022-10-25,3,True
PO702517,1,2025-03-14,112,False
PO702517,2,2025-02-08,110,False
PO702517,3,2025-02-07,80,True
PO702517,4,2025-02-13,9,False
PO702517,5,2025-02-06,110,False
PO702517,6,2025-02-16,22,False
PO702518,1,2023-01-10,14,True
PO702518,2,2023-01-29,39,True
PO702518,3,2023-01-01,12,True
PO702518,4,2023-01-13,2,True
PO702518,5,2023-01-04,18,True
PO702518,5,2023-01-10,10,True
PO702518,6,2022-11-28,41,False
PO702519,1,2024-11-13,7,True
PO702519,2,2024-10-29,17,True
PO702519,3,2024-10-06,2,False
PO702519,4,2024-11-02,18,True
PO702520,1,2023-10-03,18,False
PO702520,2,2023-11-28,19,False
PO702520,3,2023-11-16,10,False
PO702520,4,2023-11-04,46,True
PO702521,1,2024-04-19,19,False
PO702521,2,2024-04-18,19,False
PO702521,3,2024-06-05,6,True
PO702521,3,2024-06-06,9,True
PO702522,1,2022-03-11,11,True
PO702522,1,2022-03-14,10,True
PO702523,1,2023-07-08,11,False
PO702523,2,2023-07-16,19,True
PO702523,3,2023-08-08,76,True
PO702523,3,2023-08-16,93,True
PO702524,1,2023-08-14,29,True
PO702524,2,2023-08-23,45,True
PO702524,3,2023-09-23,27,False
PO702524,3,2023-09-26,13,False
PO702524,4,2023-09-10,19,False
PO702524,5,2023-10-16,21,True
PO702525,1,2022-10-15,108,True
PO702525,2,2022-10-04,26,True
PO702525,3,2022-10-12,32,True
PO702525,4,2022-11-01,1,False
PO702525,5,2022-11-02,14,False
PO702526,1,2023-06-13,42,True
PO702527,1,2023-12-21,34,True
PO702527,2,2024-01-03,118,True
PO702527,3,2024-01-29,14,False
PO702528,1,2024-12-16,141,True
PO702528,1,2024-12-18,69,True
PO702528,2,2025-01-15,11,True
PO702529,1,2023-01-24,15,False
PO702529,2,2022-12-27,117,False
PO702529,3,2022-11-26,5,False
PO702529,4,2022-12-06,182,False
PO702529,5,2022-12-22,8,False
PO702529,5,2022-12-28,9,False
PO702530,1,2024-05-23,21,True
PO702531,1,2023-08-03,30,False
PO702531,2,2023-08-16,14,False
PO702532,1,2025-01-16,1,True
PO702532,1,2025-01-23,1,True
PO702532,2,2025-02-06,23,True
PO702532,3,2025-02-16,0,True
PO702532,4,2025-02-20,8,True
PO702533,1,2024-01-12,242,True
PO702533,2,2024-01-08,56,True
PO702533,3,2024-01-05,250,False
PO702533,4,2024-01-02,7,True
PO702533,4,2024-01-04,5,True
PO702534,1,2024-05-29,206,False
PO702535,1,2022-08-10,7,True
PO702535,2,2022-09-04,8,True
PO702535,2,2022-09-06,11,True
PO702535,3,2022-07-24,31,True
PO702535,3,2022-07-26,27,True
PO702535,4,2022-09-28,15,False
PO702535,4,2022-10-04,17,False
PO702536,1,2023-09-18,17,True
PO702536,2,2023-08-29,54,False
PO702536,3,2023-08-26,16,False
PO702537,1,2024-06-27,15,False
PO702537,2,2024-07-06,36,False
PO702537,3,2024-09-11,13,False
PO702537,3,2024-09-16,5,False
PO702537,4,2024-06-18,19,False
PO702537,5,2024-08-10,30,False
PO702538,1,2022-11-01,73,True
PO702538,2,2022-11-30,50,False
PO702538,3,2022-11-29,9,True
PO702539,1,2023-01-15,244,False
PO702539,2,2023-01-05,28,True
PO702539,3,2023-01-12,7,False
PO702540,1,2022-12-15,8,False
PO702540,1,2022-12-16,8,False
PO702540,2,2022-11-30,24,True
PO702540,2,2022-12-07,21,True
PO702541,1,2024-09-29,6,True
PO702541,2,2024-09-01,1,True
PO702542,1,2024-03-25,1,True
PO702542,1,2024-04-01,1,True
PO702542,2,2024-02-01,85,False
PO702542,3,2024-01-19,11,False
PO702543,1,2025-02-18,19,True
PO702544,1,2022-08-03,219,True
PO702544,2,2022-09-02,27,False
PO702544,3,2022-08-26,4,True
PO702545,1,2024-04-11,66,False
PO702545,2,2024-03-22,68,False
PO702545,2,2024-04-01,46,False
PO702545,3,2024-01-26,22,False
PO702545,4,2024-02-01,17,True
PO702545,5,2024-02-25,97,False
PO702545,6,2024-01-19,95,False
PO702546,1,2022-09-07,23,False
PO702546,2,2022-10-01,3,True
PO702546,3,2022-11-04,3,False
PO702546,4,2022-08-25,31,False
PO702546,5,2022-09-02,239,False
PO702546,6,2022-09-26,28,False
PO702547,1,2024-10-10,44,False
PO702547,2,2024-10-01,22,False
PO702548,1,2022-06-07,23,False
PO702548,2,2022-07-15,18,False
PO702548,3,2022-05-29,11,False
PO702548,4,2022-04-27,15,False
PO702548,5,2022-06-25,14,False
PO702548,6,2022-04-19,17,True
PO702549,1,2024-06-05,24,False
PO702549,2,2024-04-13,3,True
PO702549,3,2024-04-15,26,False
PO702549,4,2024-05-10,14,False
PO702550,1,2023-10-16,11,True
PO702550,1,2023-10-23,12,True
PO702550,2,2023-09-12,10,True
PO702550,3,2023-10-03,17,True
PO702550,4,2023-10-12,8,False
PO702550,5,2023-09-13,32,True
PO702551,1,2025-03-20,174,False
PO702551,2,2025-03-19,19,False
PO702551,3,2025-03-18,16,False
PO702552,1,2022-10-31,15,True
PO702552,2,2022-12-04,7,False
PO702552,3,2022-11-25,73,True
PO702552,3,2022-12-05,107,True
PO702552,4,2022-11-23,18,True
PO702552,5,2022-11-03,101,True
PO702553,1,2023-07-21,27,False
PO702553,2,2023-08-24,12,False
PO702554,1,2022-08-12,19,True
PO702554,2,2022-06-23,220,False
PO702554,3,2022-06-26,35,False
PO702555,1,2025-01-13,27,True
PO702556,1,2025-01-08,15,False
PO702556,2,2024-12-26,17,False
PO702557,1,2024-04-26,4,True
PO702558,1,2023-08-29,30,False
PO702558,2,2023-10-07,18,False
PO702558,3,2023-09-25,71,True
PO702558,4,2023-10-20,28,True
PO702558,5,2023-08-29,10,True
PO702559,1,2023-10-03,208,False
PO702559,2,2023-08-06,34,False
PO702559,3,2023-08-12,69,False
PO702559,4,2023-07-24,14,True
PO702560,1,2024-03-19,17,True
PO702560,2,2024-05-18,9,False
PO702560,3,2024-05-28,38,False
PO702560,4,2024-04-16,78,True
PO702560,5,2024-04-18,7,False
PO702560,6,2024-05-08,6,True
PO702561,1,2023-11-20,127,True
PO702562,1,2022-06-17,8,False
PO702562,2,2022-07-04,1,True
PO702562,3,2022-07-01,27,True
PO702562,4,2022-05-20,165,True
PO702563,1,2022-11-09,45,False
PO702564,1,2023-08-16,64,True
PO702564,2,2023-09-07,2,False
PO702564,3,2023-09-12,19,False
PO702564,4,2023-08-13,67,False
PO702565,1,2023-07-02,61,False
PO702565,2,2023-07-13,5,False
PO702565,3,2023-05-17,204,True
PO702565,4,2023-06-26,48,True
PO702565,4,2023-06-27,27,True
PO702565,5,2023-05-22,2,True
PO702566,1,2022-06-23,43,True
PO702566,2,2022-08-07,14,True
PO702566,3,2022-08-02,19,True
PO702566,4,2022-08-03,236,False
PO702566,5,2022-08-06,13,False
PO702566,5,2022-08-12,17,False
PO702567,1,2022-12-28,24,False
PO702567,2,2023-02-11,15,True
PO702567,3,2022-12-13,24,False
PO702568,1,2022-02-23,3,False
PO702568,1,2022-02-28,4,False
PO702568,2,2022-02-24,68,True
PO702568,3,2022-03-25,69,False
PO702568,4,2022-03-06,23,True
PO702568,5,2022-02-23,15,False
PO702568,6,2022-02-03,3,False
PO702569,1,2022-11-07,22,True
PO702569,2,2022-11-15,12,False
PO702569,3,2023-01-11,14,False
PO702569,4,2022-12-01,18,True
PO702570,1,2024-11-28,17,True
PO702570,2,2024-10-26,8,False
PO702570,3,2024-11-15,3,False
PO702570,4,2024-11-07,6,False
PO702570,4,2024-11-13,4,False
PO702570,5,2024-11-14,61,False
PO702571,1,2023-08-19,98,False
PO702571,1,2023-08-25,105,False
PO702571,2,2023-08-19,2,False
PO702572,1,2023-05-22,3,True
PO702572,1,2023-05-26,1,True
PO702573,1,2022-07-30,102,False
PO702573,1,2022-08-05,77,False
PO702573,2,2022-08-08,7,True
PO702573,2,2022-08-15,7,True
PO702573,3,2022-07-30,11,False
PO702573,4,2022-07-30,5,False
PO702574,1,2024-09-28,4,True
PO702574,2,2024-12-04,1,True
PO702574,2,2024-12-10,3,True
PO702574,3,2024-10-02,23,True
PO702574,4,2024-10-11,86,False
PO702574,5,2024-11-26,21,False
PO702575,1,2023-03-14,17,True
PO702575,2,2023-02-06,17,False
PO702575,3,2023-03-18,27,False
